arrived_at,num_prefill_tokens,num_decode_tokens,request_id
0.0,3772,54,0
2.828480710548229,2015,156,1
5.576939129165233,3858,133,2
8.382540305487886,2509,79,3
8.711710058254456,3169,189,4
8.813401116723135,3466,43,5
10.522413488142135,3389,231,6
12.181190775503985,2655,151,7
15.856833077326923,2131,170,8
15.950120368131051,3443,101,9
17.181368422887715,3174,431,10
17.264234666179256,2814,110,11
18.54543893444274,1920,267,12
20.58229464371781,2657,98,13
21.037465025588293,3117,133,14
22.48638933460191,3676,181,15
22.667299044985707,2591,803,16
22.775037006621226,3228,107,17
23.145836067953454,2321,178,18
24.206070509565404,3525,318,19
24.69193560337539,3610,189,20
26.159448485509067,3930,28,21
26.42247951164121,619,104,22
28.584797469458223,3511,151,23
30.028427896769117,1680,311,24
30.799952783784413,2332,200,25
31.290643026504195,2667,151,26
31.823960308031566,2775,189,27
31.91463930456763,1743,78,28
32.12597136853769,2509,448,29
32.93223072336622,1402,148,30
33.3895015894366,3228,112,31
34.876803774807314,2940,366,32
35.710322160002754,2550,140,33
35.99023975329454,2471,170,34
36.5326966194798,2542,148,35
37.28746925146864,3107,232,36
37.69197908845428,1221,2131,37
38.070698171873474,2691,128,38
39.10471544504117,3828,193,39
39.45406510260447,3211,285,40
41.023126779112566,999,310,41
42.659437351166574,2307,241,42
43.93482903112562,1685,118,43
44.02074473463202,3090,138,44
45.35494179548232,2348,174,45
46.948280604735466,3492,97,46
48.26832725350891,3578,130,47
48.597796806728226,2603,173,48
48.97536879618238,3179,264,49
49.170352216537204,2392,147,50
49.587250466762455,2797,156,51
49.61212076842103,3149,49,52
49.80901064620422,2846,52,53
51.356136345671466,3779,131,54
56.05702607647716,3152,184,55
56.72001206752261,76,2958,56
57.05417642234711,2830,119,57
57.522124956355626,3063,302,58
57.94723345392611,2137,480,59
58.09974357536564,1467,176,60
59.374243734038124,1482,131,61
60.99288944405865,2395,213,62
62.76678253893254,3796,98,63
69.01370347512051,790,226,64
71.49212728074023,2129,98,65
73.42726356367622,3280,112,66
74.65490060129575,3505,177,67
75.3519878941908,773,175,68
75.40428619568709,2521,72,69
76.52970123900498,1651,221,70
77.26074016546727,2523,100,71
79.03481237147855,3669,115,72
81.42069658460355,389,172,73
81.81136577836504,3698,205,74
81.86989603860472,3018,88,75
82.95792219757269,2823,454,76
85.9619450208598,3223,276,77
86.92791160510504,2198,417,78
89.43490323551019,1724,166,79
90.32080293591,692,208,80
91.8666782860793,3354,50,81
92.2064229857073,1610,1793,82
92.36456092787047,3773,87,83
92.5321854369767,1417,106,84
92.6706352229474,1779,248,85
92.73495653931626,1322,136,86
94.75447794107447,2325,356,87
95.28226029256497,1844,113,88
95.73653236628861,3570,304,89
96.83648452463136,3238,275,90
97.05679917812333,1361,208,91
99.31361381559586,3659,102,92
100.83356209729051,2418,174,93
101.22090585729134,928,90,94
101.45689622714127,573,2347,95
102.08162517922192,2014,351,96
102.44024973193575,250,1624,97
102.52935408357382,509,84,98
103.12177737587042,2953,99,99
105.7710462755188,3500,313,100
106.95792855476626,2325,130,101
110.58429470254526,3481,335,102
112.99186214387836,2066,113,103
114.30702931898612,815,194,104
116.4842062543977,2320,44,105
117.33941882329992,2611,114,106
118.595712065654,2754,176,107
119.04302840230687,2362,211,108
119.30073914553687,2878,266,109
121.82417136191704,1914,87,110
121.98923367011734,2356,149,111
122.21029131130615,11,1572,112
122.57528159080697,3649,138,113
123.71351615571727,2735,174,114
124.20038565691783,2688,399,115
125.00565969846484,1195,70,116
127.54657605249393,3329,375,117
129.3603645654754,3679,128,118
130.73830220122562,2767,91,119
130.93941976647108,2986,138,120
132.3387385155216,3857,130,121
132.8734189056391,3124,140,122
133.01902313727885,2030,128,123
133.48893574675768,3221,108,124
133.57194449521805,2347,175,125
134.64851526006623,3208,292,126
135.79166457946178,3099,136,127
136.13790000217355,1185,204,128
136.1918310810278,3256,248,129
139.4027845480755,3883,98,130
140.3531365004682,2666,69,131
142.1038103708101,1916,93,132
142.51886317799935,2297,279,133
144.49109948776174,2377,76,134
146.42200702848658,2722,74,135
146.5315742983233,3683,128,136
152.92167979481513,1106,81,137
153.7141458867159,3805,106,138
155.3585675611514,3608,111,139
155.64527221016456,2099,106,140
156.80270908827418,3185,270,141
157.13946554550554,3796,109,142
159.0382242954381,3397,99,143
159.58301906259376,320,64,144
160.49960398919683,2550,226,145
161.120863487333,1935,102,146
162.00734590049845,3128,191,147
162.56299406285717,2027,154,148
163.28416339941236,1945,110,149
163.31795341290248,2134,102,150
165.18561103702012,3044,111,151
168.13813855271215,3849,158,152
168.8216203559252,534,3480,153
172.82643129321164,3772,89,154
173.02418011218546,398,111,155
176.30023612269912,3737,166,156
176.7288883983742,3839,63,157
177.51554517501208,2002,165,158
180.38259728295486,1128,222,159
180.53192073346108,1148,508,160
180.756608921792,2949,99,161
182.3360543964406,3584,310,162
183.49179430408861,2967,221,163
183.83058117437795,3499,136,164
184.3521791663641,3863,80,165
185.23435687308418,2290,214,166
187.46936320445542,3599,170,167
187.89091661664492,2462,253,168
188.79099291573337,3493,264,169
189.2076814103652,2951,213,170
189.56570319077917,1630,183,171
192.07575283144757,3006,320,172
192.73055640528682,1186,86,173
194.30635083876933,1724,125,174
194.66247151850203,188,2523,175
194.88133633498572,790,100,176
196.22534553638448,3830,244,177
197.89293784950024,727,207,178
199.01162778462063,1493,460,179
200.4085120352465,2212,149,180
201.60716194744805,671,81,181
202.8918160074388,1249,364,182
205.54438377390323,3370,83,183
208.86611206771906,3597,105,184
209.64535599779234,2915,110,185
209.7521147477949,1097,376,186
211.40356687143952,3315,311,187
212.39908873741763,2050,21,188
215.27022589872598,2424,225,189
216.49901811752105,2530,157,190
216.6640412056661,2661,109,191
217.89840283249444,3313,223,192
218.57186719653834,2052,373,193
218.70732147822014,3218,148,194
219.0294980783691,1741,257,195
223.11895642330464,1435,2568,196
223.59298849344216,3745,301,197
223.89662481449355,2798,153,198
224.41910243308354,1942,114,199
226.85128405051873,1992,26,200
228.13226778766315,3378,161,201
228.364862010482,2788,188,202
228.3744260373444,1063,127,203
228.88974782036556,2197,150,204
229.06695599777558,3505,159,205
231.49926432953833,3496,364,206
231.62466220741692,1422,166,207
232.4296534900174,742,285,208
233.62674462810187,3660,134,209
237.00322156205107,1422,432,210
237.3449605695669,2610,304,211
239.38705456922912,1947,147,212
240.28548912453758,3526,40,213
242.32080682107025,1547,76,214
242.74213631280765,2204,243,215
243.13362924144792,2783,121,216
243.43100927145417,1986,121,217
244.6591231795842,3337,163,218
245.4233897796963,2614,198,219
246.44230661789052,2081,155,220
247.95151647069673,3495,159,221
249.3092546318662,1963,141,222
250.53901732203633,2326,54,223
252.18460278055693,2771,161,224
252.22511669049277,3297,191,225
253.99563416565312,1645,244,226
255.52552978521,3531,163,227
256.0416040712388,3622,154,228
256.3236362556266,2361,277,229
257.15965321522623,1,2048,230
259.54282468127167,2002,186,231
259.92626946193315,3577,452,232
261.6124920949355,3259,226,233
265.105501375706,3141,186,234
265.57470687064074,3847,91,235
270.63679176561703,1152,125,236
270.70784586294127,3587,396,237
270.7515928930912,3072,120,238
272.93666198027466,1956,34,239
273.69594216303926,3895,163,240
274.40893757638673,2565,294,241
276.71385203695627,3162,59,242
279.6256163977304,3439,122,243
280.5953556948233,2996,209,244
283.0736561524897,3866,85,245
284.26244420806887,2008,96,246
284.8524006351242,2865,266,247
285.1386271252911,3380,474,248
286.75835094410667,3888,120,249
289.2770375837497,1052,467,250
292.41808107182305,3953,123,251
292.773387715801,3478,190,252
293.98021087305256,2422,156,253
294.5840972621463,1,3098,254
296.5981306971831,3524,182,255
296.8577947723966,1160,261,256
296.9271435781147,3067,254,257
297.3517483984562,116,2590,258
297.43487823878866,3178,111,259
297.98911788481513,2590,70,260
298.5630943650245,3897,190,261
298.6964934146466,2001,197,262
302.32852903445416,2491,187,263
302.6840353086933,2026,192,264
304.09199745771315,2609,139,265
304.3281393079833,996,1749,266
304.9266886681991,3054,127,267
305.032857743122,3274,221,268
